Notes,County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Charlottesville city, VA",51540,All other non-drug and non-alcohol causes,O,2987,504745,591.8
,"Chesapeake city, VA",51550,Drug-induced causes,D,407,2587864,15.7
,"Chesapeake city, VA",51550,Alcohol-induced causes,A,154,2587864,6
,"Chesapeake city, VA",51550,All other non-drug and non-alcohol causes,O,18720,2587864,723.4
,"Clifton Forge city, VA",51560,Drug-induced causes,D,Missing,Missing,Missing
,"Clifton Forge city, VA",51560,Alcohol-induced causes,A,Missing,Missing,Missing
,"Clifton Forge city, VA",51560,All other non-drug and non-alcohol causes,O,Missing,Missing,Missing
,"Colonial Heights city, VA",51570,Drug-induced causes,D,42,193525,21.7
,"Colonial Heights city, VA",51570,Alcohol-induced causes,A,26,193525,13.4
,"Colonial Heights city, VA",51570,All other non-drug and non-alcohol causes,O,2612,193525,1349.7
,"Covington city, VA",51580,Drug-induced causes,D,18,62635,Unreliable
,"Covington city, VA",51580,Alcohol-induced causes,A,Suppressed,62635,Suppressed
,"Covington city, VA",51580,All other non-drug and non-alcohol causes,O,1027,62635,1639.7
,"Danville city, VA",51590,Drug-induced causes,D,87,459970,18.9
,"Danville city, VA",51590,Alcohol-induced causes,A,62,459970,13.5
,"Danville city, VA",51590,All other non-drug and non-alcohol causes,O,7493,459970,1629
,"Emporia city, VA",51595,Drug-induced causes,D,Suppressed,60395,Suppressed
,"Emporia city, VA",51595,Alcohol-induced causes,A,Suppressed,60395,Suppressed
,"Emporia city, VA",51595,All other non-drug and non-alcohol causes,O,849,60395,1405.7
,"Fairfax city, VA",51600,Drug-induced causes,D,43,261327,16.5
,"Fairfax city, VA",51600,Alcohol-induced causes,A,19,261327,Unreliable
,"Fairfax city, VA",51600,All other non-drug and non-alcohol causes,O,2336,261327,893.9
,"Falls Church city, VA",51610,Drug-induced causes,D,13,151930,Unreliable
,"Falls Church city, VA",51610,Alcohol-induced causes,A,13,151930,Unreliable
,"Falls Church city, VA",51610,All other non-drug and non-alcohol causes,O,898,151930,591.1
,"Franklin city, VA",51620,Drug-induced causes,D,17,91647,Unreliable
,"Franklin city, VA",51620,Alcohol-induced causes,A,10,91647,Unreliable
,"Franklin city, VA",51620,All other non-drug and non-alcohol causes,O,1490,91647,1625.8
,"Fredericksburg city, VA",51630,Drug-induced causes,D,69,306213,22.5
,"Fredericksburg city, VA",51630,Alcohol-induced causes,A,28,306213,9.1
,"Fredericksburg city, VA",51630,All other non-drug and non-alcohol causes,O,2034,306213,664.2
,"Galax city, VA",51640,Drug-induced causes,D,12,74362,Unreliable
,"Galax city, VA",51640,Alcohol-induced causes,A,13,74362,Unreliable
,"Galax city, VA",51640,All other non-drug and non-alcohol causes,O,1485,74362,1997
,"Hampton city, VA",51650,Drug-induced causes,D,281,1495071,18.8
,"Hampton city, VA",51650,Alcohol-induced causes,A,132,1495071,8.8
,"Hampton city, VA",51650,All other non-drug and non-alcohol causes,O,13385,1495071,895.3
,"Harrisonburg city, VA",51660,Drug-induced causes,D,50,573825,8.7
,"Harrisonburg city, VA",51660,Alcohol-induced causes,A,42,573825,7.3
,"Harrisonburg city, VA",51660,All other non-drug and non-alcohol causes,O,3089,573825,538.3
,"Hopewell city, VA",51670,Drug-induced causes,D,77,247112,31.2
,"Hopewell city, VA",51670,Alcohol-induced causes,A,28,247112,11.3
,"Hopewell city, VA",51670,All other non-drug and non-alcohol causes,O,3208,247112,1298.2
,"Lexington city, VA",51678,Drug-induced causes,D,Suppressed,78790,Suppressed
,"Lexington city, VA",51678,Alcohol-induced causes,A,Suppressed,78790,Suppressed
,"Lexington city, VA",51678,All other non-drug and non-alcohol causes,O,836,78790,1061
,"Lynchburg city, VA",51680,Drug-induced causes,D,104,873120,11.9
,"Lynchburg city, VA",51680,Alcohol-induced causes,A,91,873120,10.4
,"Lynchburg city, VA",51680,All other non-drug and non-alcohol causes,O,8681,873120,994.3
,"Manassas city, VA",51683,Drug-induced causes,D,79,449855,17.6
,"Manassas city, VA",51683,Alcohol-induced causes,A,34,449855,7.6
,"Manassas city, VA",51683,All other non-drug and non-alcohol causes,O,2395,449855,532.4
,"Manassas Park city, VA",51685,Drug-induced causes,D,11,177747,Unreliable
,"Manassas Park city, VA",51685,Alcohol-induced causes,A,Suppressed,177747,Suppressed
,"Manassas Park city, VA",51685,All other non-drug and non-alcohol causes,O,426,177747,239.7
,"Martinsville city, VA",51690,Drug-induced causes,D,53,146622,36.1
,"Martinsville city, VA",51690,Alcohol-induced causes,A,24,146622,16.4
,"Martinsville city, VA",51690,All other non-drug and non-alcohol causes,O,2938,146622,2003.8
,"Newport News city, VA",51700,Drug-induced causes,D,349,1986552,17.6
,"Newport News city, VA",51700,Alcohol-induced causes,A,202,1986552,10.2
,"Newport News city, VA",51700,All other non-drug and non-alcohol causes,O,16382,1986552,824.6
,"Norfolk city, VA",51710,Drug-induced causes,D,533,2688612,19.8
,"Norfolk city, VA",51710,Alcohol-induced causes,A,252,2688612,9.4
,"Norfolk city, VA",51710,All other non-drug and non-alcohol causes,O,20997,2688612,781
,"Norton city, VA",51720,Drug-induced causes,D,Suppressed,43801,Suppressed
,"Norton city, VA",51720,Alcohol-induced causes,A,Suppressed,43801,Suppressed
,"Norton city, VA",51720,All other non-drug and non-alcohol causes,O,515,43801,1175.8
,"Petersburg city, VA",51730,Drug-induced causes,D,115,351426,32.7
,"Petersburg city, VA",51730,Alcohol-induced causes,A,43,351426,12.2
,"Petersburg city, VA",51730,All other non-drug and non-alcohol causes,O,5197,351426,1478.8
,"Poquoson city, VA",51735,Drug-induced causes,D,17,133246,Unreliable
,"Poquoson city, VA",51735,Alcohol-induced causes,A,Suppressed,133246,Suppressed
,"Poquoson city, VA",51735,All other non-drug and non-alcohol causes,O,1230,133246,923.1
,"Portsmouth city, VA",51740,Drug-induced causes,D,272,1050047,25.9
,"Portsmouth city, VA",51740,Alcohol-induced causes,A,109,1050047,10.4
,"Portsmouth city, VA",51740,All other non-drug and non-alcohol causes,O,11318,1050047,1077.9
,"Radford city, VA",51750,Drug-induced causes,D,17,191724,Unreliable
,"Radford city, VA",51750,Alcohol-induced causes,A,Suppressed,191724,Suppressed
,"Radford city, VA",51750,All other non-drug and non-alcohol causes,O,1237,191724,645.2
,"Richmond city, VA",51760,Drug-induced causes,D,703,2413959,29.1
,"Richmond city, VA",51760,Alcohol-induced causes,A,194,2413959,8
,"Richmond city, VA",51760,All other non-drug and non-alcohol causes,O,19624,2413959,812.9
,"Roanoke city, VA",51770,Drug-induced causes,D,352,1086623,32.4
,"Roanoke city, VA",51770,Alcohol-induced causes,A,194,1086623,17.9
,"Roanoke city, VA",51770,All other non-drug and non-alcohol causes,O,12860,1086623,1183.5
,"Salem city, VA",51775,Drug-induced causes,D,68,278642,24.4
,"Salem city, VA",51775,Alcohol-induced causes,A,37,278642,13.3
,"Salem city, VA",51775,All other non-drug and non-alcohol causes,O,3564,278642,1279.1
,"Staunton city, VA",51790,Drug-induced causes,D,48,268675,17.9
,"Staunton city, VA",51790,Alcohol-induced causes,A,44,268675,16.4
,"Staunton city, VA",51790,All other non-drug and non-alcohol causes,O,3932,268675,1463.5
,"Suffolk city, VA",51800,Drug-induced causes,D,110,972107,11.3
,"Suffolk city, VA",51800,Alcohol-induced causes,A,61,972107,6.3
,"Suffolk city, VA",51800,All other non-drug and non-alcohol causes,O,8166,972107,840
,"Virginia Beach city, VA",51810,Drug-induced causes,D,701,4934357,14.2
,"Virginia Beach city, VA",51810,Alcohol-induced causes,A,389,4934357,7.9
,"Virginia Beach city, VA",51810,All other non-drug and non-alcohol causes,O,32699,4934357,662.7
,"Waynesboro city, VA",51820,Drug-induced causes,D,44,239757,18.4
,"Waynesboro city, VA",51820,Alcohol-induced causes,A,32,239757,13.3
,"Waynesboro city, VA",51820,All other non-drug and non-alcohol causes,O,2839,239757,1184.1
,"Williamsburg city, VA",51830,Drug-induced causes,D,27,163982,16.5
,"Williamsburg city, VA",51830,Alcohol-induced causes,A,12,163982,Unreliable
,"Williamsburg city, VA",51830,All other non-drug and non-alcohol causes,O,977,163982,595.8
,"Winchester city, VA",51840,Drug-induced causes,D,87,301048,28.9
,"Winchester city, VA",51840,Alcohol-induced causes,A,45,301048,14.9
,"Winchester city, VA",51840,All other non-drug and non-alcohol causes,O,2843,301048,944.4
,"Adams County, WA",53001,Drug-induced causes,D,18,212773,Unreliable
,"Adams County, WA",53001,Alcohol-induced causes,A,24,212773,11.3
,"Adams County, WA",53001,All other non-drug and non-alcohol causes,O,1274,212773,598.8
,"Asotin County, WA",53003,Drug-induced causes,D,48,244701,19.6
,"Asotin County, WA",53003,Alcohol-induced causes,A,57,244701,23.3
,"Asotin County, WA",53003,All other non-drug and non-alcohol causes,O,2671,244701,1091.5
,"Benton County, WA",53005,Drug-induced causes,D,316,2104084,15
,"Benton County, WA",53005,Alcohol-induced causes,A,283,2104084,13.5
,"Benton County, WA",53005,All other non-drug and non-alcohol causes,O,14859,2104084,706.2
,"Chelan County, WA",53007,Drug-induced causes,D,117,828497,14.1
,"Chelan County, WA",53007,Alcohol-induced causes,A,150,828497,18.1
,"Chelan County, WA",53007,All other non-drug and non-alcohol causes,O,7317,828497,883.2
,"Clallam County, WA",53009,Drug-induced causes,D,200,815797,24.5
,"Clallam County, WA",53009,Alcohol-induced causes,A,201,815797,24.6
,"Clallam County, WA",53009,All other non-drug and non-alcohol causes,O,10439,815797,1279.6
,"Clark County, WA",53011,Drug-induced causes,D,806,5060012,15.9
,"Clark County, WA",53011,Alcohol-induced causes,A,714,5060012,14.1
,"Clark County, WA",53011,All other non-drug and non-alcohol causes,O,35769,5060012,706.9
,"Columbia County, WA",53013,Drug-induced causes,D,Suppressed,44161,Suppressed
,"Columbia County, WA",53013,Alcohol-induced causes,A,13,44161,Unreliable
,"Columbia County, WA",53013,All other non-drug and non-alcohol causes,O,597,44161,1351.9
,"Cowlitz County, WA",53015,Drug-induced causes,D,272,1157366,23.5
,"Cowlitz County, WA",53015,Alcohol-induced causes,A,298,1157366,25.7
,"Cowlitz County, WA",53015,All other non-drug and non-alcohol causes,O,11948,1157366,1032.3
,"Douglas County, WA",53017,Drug-induced causes,D,53,449729,11.8
,"Douglas County, WA",53017,Alcohol-induced causes,A,36,449729,8
,"Douglas County, WA",53017,All other non-drug and non-alcohol causes,O,3290,449729,731.6
,"Ferry County, WA",53019,Drug-induced causes,D,20,84083,23.8
,"Ferry County, WA",53019,Alcohol-induced causes,A,34,84083,40.4
,"Ferry County, WA",53019,All other non-drug and non-alcohol causes,O,884,84083,1051.3
,"Franklin County, WA",53021,Drug-induced causes,D,96,979646,9.8
,"Franklin County, WA",53021,Alcohol-induced causes,A,97,979646,9.9
,"Franklin County, WA",53021,All other non-drug and non-alcohol causes,O,4117,979646,420.3
,"Garfield County, WA",53023,Drug-induced causes,D,Suppressed,24665,Suppressed
,"Garfield County, WA",53023,Alcohol-induced causes,A,Suppressed,24665,Suppressed
,"Garfield County, WA",53023,All other non-drug and non-alcohol causes,O,292,24665,1183.9
,"Grant County, WA",53025,Drug-induced causes,D,136,1033537,13.2
,"Grant County, WA",53025,Alcohol-induced causes,A,158,1033537,15.3
,"Grant County, WA",53025,All other non-drug and non-alcohol causes,O,7307,1033537,707
,"Grays Harbor County, WA",53027,Drug-induced causes,D,214,799290,26.8
,"Grays Harbor County, WA",53027,Alcohol-induced causes,A,225,799290,28.1
,"Grays Harbor County, WA",53027,All other non-drug and non-alcohol causes,O,8776,799290,1098
,"Island County, WA",53029,Drug-induced causes,D,116,896733,12.9
,"Island County, WA",53029,Alcohol-induced causes,A,170,896733,19
,"Island County, WA",53029,All other non-drug and non-alcohol causes,O,7701,896733,858.8
,"Jefferson County, WA",53031,Drug-induced causes,D,68,339443,20
,"Jefferson County, WA",53031,Alcohol-induced causes,A,73,339443,21.5
,"Jefferson County, WA",53031,All other non-drug and non-alcohol causes,O,3886,339443,1144.8
,"King County, WA",53033,Drug-induced causes,D,3737,23248831,16.1
,"King County, WA",53033,Alcohol-induced causes,A,2656,23248831,11.4
,"King County, WA",53033,All other non-drug and non-alcohol causes,O,135327,23248831,582.1
,"Kitsap County, WA",53035,Drug-induced causes,D,431,2874329,15
,"Kitsap County, WA",53035,Alcohol-induced causes,A,465,2874329,16.2
,"Kitsap County, WA",53035,All other non-drug and non-alcohol causes,O,22737,2874329,791
,"Kittitas County, WA",53037,Drug-induced causes,D,50,487346,10.3
,"Kittitas County, WA",53037,Alcohol-induced causes,A,77,487346,15.8
,"Kittitas County, WA",53037,All other non-drug and non-alcohol causes,O,3228,487346,662.4
,"Klickitat County, WA",53039,Drug-induced causes,D,37,234808,15.8
,"Klickitat County, WA",53039,Alcohol-induced causes,A,50,234808,21.3
,"Klickitat County, WA",53039,All other non-drug and non-alcohol causes,O,1995,234808,849.6
,"Lewis County, WA",53041,Drug-induced causes,D,166,850754,19.5
,"Lewis County, WA",53041,Alcohol-induced causes,A,153,850754,18
,"Lewis County, WA",53041,All other non-drug and non-alcohol causes,O,9362,850754,1100.4
,"Lincoln County, WA",53043,Drug-induced causes,D,19,116053,Unreliable
,"Lincoln County, WA",53043,Alcohol-induced causes,A,22,116053,19
,"Lincoln County, WA",53043,All other non-drug and non-alcohol causes,O,1225,116053,1055.6
,"Mason County, WA",53045,Drug-induced causes,D,155,691188,22.4
,"Mason County, WA",53045,Alcohol-induced causes,A,145,691188,21
,"Mason County, WA",53045,All other non-drug and non-alcohol causes,O,6997,691188,1012.3
,"Okanogan County, WA",53047,Drug-induced causes,D,73,458096,15.9
,"Okanogan County, WA",53047,Alcohol-induced causes,A,163,458096,35.6
,"Okanogan County, WA",53047,All other non-drug and non-alcohol causes,O,4558,458096,995
,"Pacific County, WA",53049,Drug-induced causes,D,53,234698,22.6
,"Pacific County, WA",53049,Alcohol-induced causes,A,72,234698,30.7
,"Pacific County, WA",53049,All other non-drug and non-alcohol causes,O,3309,234698,1409.9
,"Pend Oreille County, WA",53051,Drug-induced causes,D,34,145833,23.3
,"Pend Oreille County, WA",53051,Alcohol-induced causes,A,34,145833,23.3
,"Pend Oreille County, WA",53051,All other non-drug and non-alcohol causes,O,1611,145833,1104.7
,"Pierce County, WA",53053,Drug-induced causes,D,1745,9358680,18.6
,"Pierce County, WA",53053,Alcohol-induced causes,A,1480,9358680,15.8
,"Pierce County, WA",53053,All other non-drug and non-alcohol causes,O,67394,9358680,720.1
,"San Juan County, WA",53055,Drug-induced causes,D,27,180835,14.9
,"San Juan County, WA",53055,Alcohol-induced causes,A,33,180835,18.2
,"San Juan County, WA",53055,All other non-drug and non-alcohol causes,O,1489,180835,823.4
,"Skagit County, WA",53057,Drug-induced causes,D,266,1351780,19.7
,"Skagit County, WA",53057,Alcohol-induced causes,A,269,1351780,19.9
,"Skagit County, WA",53057,All other non-drug and non-alcohol causes,O,12478,1351780,923.1
,"Skamania County, WA",53059,Drug-induced causes,D,23,126804,18.1
,"Skamania County, WA",53059,Alcohol-induced causes,A,23,126804,18.1
,"Skamania County, WA",53059,All other non-drug and non-alcohol causes,O,924,126804,728.7
,"Snohomish County, WA",53061,Drug-induced causes,D,1745,8503398,20.5
,"Snohomish County, WA",53061,Alcohol-induced causes,A,1250,8503398,14.7
,"Snohomish County, WA",53061,All other non-drug and non-alcohol causes,O,54257,8503398,638.1
,"Spokane County, WA",53063,Drug-induced causes,D,1044,5446256,19.2
,"Spokane County, WA",53063,Alcohol-induced causes,A,1013,5446256,18.6
,"Spokane County, WA",53063,All other non-drug and non-alcohol causes,O,46977,5446256,862.6
,"Stevens County, WA",53065,Drug-induced causes,D,68,487948,13.9
,"Stevens County, WA",53065,Alcohol-induced causes,A,84,487948,17.2
,"Stevens County, WA",53065,All other non-drug and non-alcohol causes,O,4808,487948,985.4
,"Thurston County, WA",53067,Drug-induced causes,D,420,2991801,14
,"Thurston County, WA",53067,Alcohol-induced causes,A,439,2991801,14.7
,"Thurston County, WA",53067,All other non-drug and non-alcohol causes,O,23007,2991801,769
,"Wahkiakum County, WA",53069,Drug-induced causes,D,Suppressed,45928,Suppressed
,"Wahkiakum County, WA",53069,Alcohol-induced causes,A,Suppressed,45928,Suppressed
,"Wahkiakum County, WA",53069,All other non-drug and non-alcohol causes,O,530,45928,1154
,"Walla Walla County, WA",53071,Drug-induced causes,D,129,661366,19.5
,"Walla Walla County, WA",53071,Alcohol-induced causes,A,147,661366,22.2
,"Walla Walla County, WA",53071,All other non-drug and non-alcohol causes,O,6040,661366,913.3
,"Whatcom County, WA",53073,Drug-induced causes,D,322,2361205,13.6
,"Whatcom County, WA",53073,Alcohol-induced causes,A,380,2361205,16.1
